Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ἀπαγγέλλων	ἀπαγγέλλω	pres	actv	participle	—	mas	nom	sg	verb	1 Co 14:25
ἀπαγγείλατέ	ἀπαγγέλλω	aor	actv	imperative	2p	—	—	pl	verb	Mt 2:8
ἀπαγγεῖλαί	ἀπαγγέλλω	aor	actv	infinitive	—	—	—	—	verb	Ac 23:17,Ac 23:19
ἀπήγγειλεν	ἀπαγγέλλω	aor	actv	indicative	3p	—	—	sg	verb	Mk 16:10,Lk 8:47,Lk 14:21,Ac 5:25,Ac 11:13,Ac 12:14,Ac 16:36,Ac 22:26,Ac 23:16,Ac 28:21
ἀπαγγείλατε	ἀπαγγέλλω	aor	actv	imperative	2p	—	—	pl	verb	Mt 11:4,Mt 28:10,Lk 7:22,Ac 12:17
ἀπαγγελεῖ	ἀπαγγέλλω	futr	actv	indicative	3p	—	—	sg	verb	Mt 12:18
ἀπήγγειλαν	ἀπαγγέλλω	aor	actv	indicative	3p	—	—	pl	verb	Mt 8:33,Mt 14:12,Mt 28:11,Mk 5:14,Mk 6:30,Mk 16:13,Lk 7:18,Lk 8:34,Lk 8:36,Lk 9:36,Lk 18:37,Lk 24:9,Ac 4:23,Ac 5:22,Ac 16:38
ἀπαγγεῖλαι	ἀπαγγέλλω	aor	actv	infinitive	—	—	—	—	verb	Mt 28:8
ἀπαγγέλλοντας	ἀπαγγέλλω	pres	actv	participle	—	mas	acc	pl	verb	Ac 15:27
ἀπαγγελῶ	ἀπαγγέλλω	futr	actv	indicative	1p	—	—	sg	verb	Jn 16:25,Heb 2:12
ἀπήγγελλον	ἀπαγγέλλω	impft	actv	indicative	1p	—	—	sg	verb	Ac 26:20
ἀπαγγέλλομεν	ἀπαγγέλλω	pres	actv	indicative	1p	—	—	pl	verb	1 Jn 1:2,1 Jn 1:3
ἀπαγγέλλουσιν	ἀπαγγέλλω	pres	actv	indicative	3p	—	—	pl	verb	1 Th 1:9
ἀπάγγειλον	ἀπαγγέλλω	aor	actv	imperative	2p	—	—	sg	verb	Mk 5:19
ἀπηγγέλη	ἀπαγγέλλω	aor	pass	indicative	3p	—	—	sg	verb	Lk 8:20
ἀπαγγέλλοντες	ἀπαγγέλλω	pres	actv	participle	—	mas	nom	pl	verb	Lk 13:1
