Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
ἀνιστάμενος	ἀνίστημι	pres	mid	participle	—	mas	nom	sg	verb	Ro 15:12
ἀνάστηθι	ἀνίστημι	aor	actv	imperative	2p	—	—	sg	verb	Ac 8:26,Ac 9:6,Ac 9:34,Ac 9:40,Ac 10:26,Ac 14:10,Ac 26:16
ἀναστῆναι	ἀνίστημι	aor	actv	infinitive	—	—	—	—	verb	Mk 8:31,Mk 9:10,Lk 24:7,Lk 24:46,Jn 20:9,Ac 10:41,Ac 17:3
ἀνίσταται	ἀνίστημι	pres	mid	indicative	3p	—	—	sg	verb	Heb 7:15
ἀναστήσονται	ἀνίστημι	futr	mid	indicative	3p	—	—	pl	verb	Mt 12:41,Lk 11:32,Ac 20:30,1 Th 4:16
ἀναστήσεται	ἀνίστημι	futr	mid	indicative	3p	—	—	sg	verb	Mk 9:31,Mk 10:34,Lk 18:33,Jn 11:23,Jn 11:24
ἀνέστησεν	ἀνίστημι	aor	actv	indicative	3p	—	—	sg	verb	Ac 2:24,Ac 2:32,Ac 9:41,Ac 13:34
ἀναστήσας	ἀνίστημι	aor	actv	participle	—	mas	nom	sg	verb	Ac 3:26,Ac 13:33,Ac 17:31
ἀναστὰς	ἀνίστημι	aor	actv	participle	—	mas	nom	sg	verb	Mt 9:9,Mt 26:62,Mk 1:35,Mk 2:14,Mk 7:24,Mk 10:1,Mk 14:60,Lk 5:25,Lk 5:28,Lk 6:8,Lk 11:7,Lk 11:8,Lk 15:18,Lk 15:20,Lk 17:19,Lk 22:45,Lk 24:12,Ac 1:15,Ac 5:34,Ac 8:27,Ac 9:11,Ac 9:18,Ac 9:39,Ac 10:20,Ac 10:23,Ac 11:28,Ac 14:20,Ac 15:7,Ac 22:10,Ac 22:16
ἀναστάντες	ἀνίστημι	aor	actv	participle	—	mas	nom	pl	verb	Mk 14:57,Lk 4:29,Lk 22:46,Lk 24:33,Ac 5:6,Ac 23:9
Ἀνέστη	ἀνίστημι	aor	actv	indicative	3p	—	—	sg	verb	Ac 26:30
ἀνίστασθαι	ἀνίστημι	pres	mid	infinitive	—	—	—	—	verb	Heb 7:11
Ἀναστὰς	ἀνίστημι	aor	actv	participle	—	mas	nom	sg	verb	Mk 16:9,Lk 4:38,Ac 5:17,Ac 13:16
ἀναστήσω	ἀνίστημι	futr	actv	indicative	1p	—	—	sg	verb	Jn 6:39,Jn 6:40,Jn 6:44,Jn 6:54
ἀναστήσει	ἀνίστημι	futr	actv	indicative	3p	—	—	sg	verb	Mt 22:24,Ac 3:22,Ac 7:37
ἀναστῇ	ἀνίστημι	aor	actv	subjunctive	3p	—	—	sg	verb	Mk 9:9,Lk 16:31
ἀνάστα	ἀνίστημι	aor	actv	imperative	2p	—	—	sg	verb	Ac 12:7,Eph 5:14
ἀναστάς	ἀνίστημι	aor	actv	participle	—	mas	nom	sg	verb	Ac 10:13,Ac 11:7
ἀνέστη	ἀνίστημι	aor	actv	indicative	3p	—	—	sg	verb	Mk 3:26,Mk 5:42,Mk 9:27,Lk 4:16,Lk 8:55,Lk 9:8,Lk 9:19,Lk 10:25,Jn 11:31,Ac 5:36,Ac 5:37,Ac 7:18,Ac 9:34,1 Th 4:14
ἀναστῶσιν	ἀνίστημι	aor	actv	subjunctive	3p	—	—	pl	verb	Mk 12:23,Mk 12:25
Ἀναστᾶσα	ἀνίστημι	aor	actv	participle	—	fem	nom	sg	verb	Lk 1:39
ἀναστᾶσα	ἀνίστημι	aor	actv	participle	—	fem	nom	sg	verb	Lk 4:39
ἀναστὰν	ἀνίστημι	aor	actv	participle	—	neu	nom	sg	verb	Lk 23:1
ἀνέστησαν	ἀνίστημι	aor	actv	indicative	3p	—	—	pl	verb	Ac 6:9,1 Co 10:7
