Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
θῶμεν	τίθημι	aor	actv	subjunctive	1p	—	—	pl	verb	Mk 4:30
ἐτέθησαν	τίθημι	aor	pass	indicative	3p	—	—	pl	verb	Ac 7:16,1 Pe 2:8
ἔθηκεν	τίθημι	aor	actv	indicative	3p	—	—	sg	verb	Mt 27:60,Mk 15:46,Lk 23:53,Jn 19:19,Ac 4:37,Ac 5:2,Heb 1:2,1 Jn 3:16,Re 1:17,Re 10:2,Lk 6:48
ἔθεντο	τίθημι	aor	mid	indicative	3p	—	—	pl	verb	Ac 4:3,Ac 5:18,Ac 27:12,Lk 1:66
τίθημι	τίθημι	pres	actv	indicative	1p	—	—	sg	verb	Jn 10:15,Jn 10:17,Jn 10:18,Ro 9:33,1 Pe 2:6
θεὶς	τίθημι	aor	actv	participle	—	mas	nom	sg	verb	Lk 22:41,Ac 7:60,Ac 9:40,Ac 20:36
θήσω	τίθημι	aor	actv	subjunctive	1p	—	—	sg	verb	1 Co 9:18
τιθέασιν	τίθημι	pres	actv	indicative	3p	—	—	pl	verb	Mt 5:15
θῇ	τίθημι	aor	actv	subjunctive	3p	—	—	sg	verb	Jn 15:13,1 Co 15:25
ἔθετο	τίθημι	aor	mid	indicative	3p	—	—	sg	verb	Ac 1:7,Ac 12:4,Ac 19:21,Ac 20:28,1 Co 12:18,1 Co 12:28,1 Th 5:9
ἐτέθη	τίθημι	aor	pass	indicative	3p	—	—	sg	verb	Lk 23:55
τεθείκατε	τίθημι	perfect	actv	indicative	2p	—	—	pl	verb	Jn 11:34
τεθειμένος	τίθημι	perfect	pass	participle	—	mas	nom	sg	verb	Jn 19:41
θέμενος	τίθημι	aor	mid	participle	—	mas	nom	sg	verb	2 Co 5:19,1 Ti 1:12
ἔθου	τίθημι	aor	mid	indicative	2p	—	—	sg	verb	Ac 5:4
θῶ	τίθημι	aor	actv	subjunctive	1p	—	—	sg	verb	Mt 22:44,Mk 12:36,Lk 20:43,Ac 2:35,Heb 1:13
τιθεὶς	τίθημι	pres	actv	participle	—	mas	nom	sg	verb	Mk 10:16
ἐτέθην	τίθημι	aor	pass	indicative	1p	—	—	sg	verb	1 Ti 2:7,2 Ti 1:11
θεῖναι	τίθημι	aor	actv	infinitive	—	—	—	—	verb	Lk 5:18,Jn 10:18,1 Jn 3:16,1 Co 3:11
θέντος	τίθημι	aor	actv	participle	—	mas	gen	sg	verb	Lk 14:29
τεθῶσιν	τίθημι	aor	pass	subjunctive	3p	—	—	pl	verb	Heb 10:13
ἔθεσθε	τίθημι	aor	mid	indicative	2p	—	—	pl	verb	Ac 5:25
ἔθηκας	τίθημι	aor	actv	indicative	2p	—	—	sg	verb	Lk 19:21,Jn 20:15
θέσθε	τίθημι	aor	mid	imperative	2p	—	—	pl	verb	Lk 9:44
τεθῇ	τίθημι	aor	pass	subjunctive	3p	—	—	sg	verb	Mk 4:21,Mk 4:21
θέντες	τίθημι	aor	actv	participle	—	mas	nom	pl	verb	Ac 21:5
θήσω	τίθημι	futr	actv	indicative	1p	—	—	sg	verb	Mt 12:18,Jn 13:37
τεθῆναι	τίθημι	aor	pass	infinitive	—	—	—	—	verb	Re 11:9
τεθεικὼς	τίθημι	perfect	actv	participle	—	mas	nom	sg	verb	2 Pe 2:6
τέθειται	τίθημι	perfect	pass	indicative	3p	—	—	sg	verb	Mk 15:47
τιθέντες	τίθημι	pres	actv	participle	—	mas	nom	pl	verb	Mk 15:19
ἔθηκαν	τίθημι	aor	actv	indicative	3p	—	—	pl	verb	Mk 6:29,Mk 16:6,Jn 19:42,Jn 20:2,Jn 20:13,Ac 9:37,Ac 13:29
τίθησιν	τίθημι	pres	actv	indicative	3p	—	—	sg	verb	Lk 8:16,Lk 8:16,Lk 11:33,Jn 2:10,Jn 10:11,Jn 13:4
θήσει	τίθημι	futr	actv	indicative	3p	—	—	sg	verb	Mt 24:51,Lk 12:46
ἐτίθεσαν	τίθημι	impft	actv	indicative	3p	—	—	pl	verb	Mk 6:56
τέθεικά	τίθημι	perfect	actv	indicative	1p	—	—	sg	verb	Ac 13:47,Ro 4:17
ἔθηκα	τίθημι	aor	actv	indicative	1p	—	—	sg	verb	Lk 19:22,Jn 15:16,1 Co 3:10
τιθέτω	τίθημι	pres	actv	imperative	3p	—	—	sg	verb	1 Co 16:2
θέτε	τίθημι	aor	actv	imperative	2p	—	—	pl	verb	Lk 21:14
θήσεις	τίθημι	futr	actv	indicative	2p	—	—	sg	verb	Jn 13:38
ἐτίθει	τίθημι	impft	actv	indicative	3p	—	—	sg	verb	2 Co 3:13
τιθέναι	τίθημι	pres	actv	infinitive	—	—	—	—	verb	Ac 5:15,Ro 14:13
ἐτίθουν	τίθημι	impft	actv	indicative	3p	—	—	pl	verb	Ac 3:2,Ac 4:35
