Result	Lemma	Tense	Voice	Mood	Person	Gender	Case	Number	Part of Speech	Reference
εἰσιν	εἰμί	pres	actv	indicative	3p	—	—	pl	verb	Mt 7:13,Mt 7:15,Mt 12:5,Mt 13:38,Mt 13:38,Mt 13:39,Mt 13:56,Mt 15:14,Mt 17:26,Mt 18:20,Mt 22:14,Mt 22:30,Mk 4:15,Mk 4:16,Mk 4:17,Mk 4:18,Mk 4:20,Lk 8:12,Lk 8:14,Lk 8:15,Lk 8:21,Lk 12:38,Lk 16:8,Lk 20:36,Lk 20:36,Lk 21:22,Jn 4:35,Jn 5:39,Jn 7:49,Jn 8:10,Jn 11:9,Jn 14:2,Jn 17:7,Jn 17:9,Ac 2:7,Ac 4:13,Ac 13:31,Ac 16:38,Ac 19:38,Ro 2:14,Ro 8:14,Ro 9:4,Ro 13:6,Ro 16:7,1 Co 1:11,1 Co 3:8,1 Co 12:5,1 Co 14:10,1 Co 14:22,2 Co 11:22,2 Co 11:22,2 Co 11:22,2 Co 11:23,Ga 1:7,Ga 3:7,Ga 4:24,Eph 5:16,Col 2:3,1 Ti 5:24,1 Ti 6:2,1 Ti 6:2,2 Ti 3:6,Heb 1:10,Heb 7:23,Heb 11:13,2 Pe 2:17,1 Jn 5:7,1 Jn 5:8,Jud 12,Jud 16,Jud 19,Re 1:20,Re 3:4,Re 4:5,Re 5:6,Re 5:8,Re 7:14,Re 7:15,Re 11:4,Re 14:4,Re 14:4,Re 14:5,Re 16:6,Re 17:9,Re 17:12,Re 19:9,Re 21:5,Lk 7:32,Ac 23:21
ἐστιν	εἰμί	pres	actv	indicative	3p	—	—	sg	verb	Mt 1:20,Mt 1:23,Mt 2:2,Mt 3:3,Mt 3:11,Mt 3:17,Mt 5:3,Mt 5:10,Mt 5:35,Mt 5:37,Mt 5:48,Mt 6:21,Mt 6:22,Mt 6:25,Mt 7:9,Mt 7:12,Mt 8:27,Mt 9:5,Mt 9:13,Mt 9:15,Mt 10:2,Mt 10:11,Mt 10:26,Mt 11:6,Mt 11:10,Mt 11:11,Mt 11:14,Mt 11:30,Mt 12:6,Mt 12:7,Mt 12:8,Mt 12:23,Mt 12:30,Mt 12:48,Mt 13:19,Mt 13:20,Mt 13:21,Mt 13:22,Mt 13:23,Mt 13:32,Mt 13:38,Mt 13:39,Mt 13:39,Mt 13:55,Mt 14:2,Mt 14:15,Mt 14:26,Mt 15:20,Mt 16:20,Mt 17:4,Mt 17:5,Mt 18:4,Mt 18:8,Mt 18:9,Mt 19:17,Mt 19:24,Mt 20:15,Mt 21:10,Mt 21:11,Mt 21:38,Mt 22:42,Mt 22:45,Mt 23:8,Mt 23:9,Mt 23:10,Mt 23:16,Mt 23:18,Mt 26:26,Mt 26:28,Mt 26:38,Mt 26:48,Mt 26:68,Mt 27:6,Mt 27:37,Mt 27:42,Mk 1:27,Mk 2:9,Mk 2:19,Mk 2:28,Mk 3:17,Mk 3:29,Mk 3:33,Mk 4:22,Mk 4:41,Mk 5:14,Mk 5:41,Mk 6:3,Mk 6:35,Mk 6:49,Mk 7:4,Mk 7:11,Mk 7:15,Mk 7:15,Mk 7:27,Mk 7:34,Mk 9:5,Mk 9:7,Mk 9:10,Mk 9:39,Mk 9:40,Mk 9:42,Mk 9:47,Mk 10:24,Mk 10:25,Mk 10:29,Mk 10:43,Mk 10:47,Mk 12:7,Mk 12:29,Mk 12:32,Mk 12:33,Mk 12:35,Mk 12:37,Mk 12:42,Mk 13:33,Mk 14:14,Mk 14:22,Mk 14:24,Mk 14:34,Mk 14:44,Mk 14:69,Mk 15:16,Mk 15:22,Mk 15:34,Mk 15:42,Lk 1:61,Lk 2:11,Lk 4:22,Lk 5:21,Lk 5:23,Lk 5:34,Lk 5:39,Lk 6:5,Lk 6:35,Lk 6:43,Lk 7:4,Lk 7:23,Lk 7:27,Lk 7:28,Lk 7:28,Lk 7:39,Lk 7:49,Lk 8:17,Lk 8:25,Lk 8:30,Lk 9:9,Lk 9:33,Lk 9:35,Lk 9:38,Lk 9:48,Lk 9:50,Lk 9:62,Lk 10:22,Lk 10:22,Lk 10:42,Lk 11:23,Lk 11:29,Lk 11:34,Lk 11:34,Lk 11:41,Lk 12:15,Lk 12:23,Lk 12:34,Lk 14:35,Lk 15:31,Lk 16:10,Lk 16:10,Lk 16:17,Lk 17:1,Lk 17:21,Lk 18:25,Lk 18:29,Lk 19:3,Lk 19:9,Lk 20:2,Lk 20:6,Lk 20:14,Lk 20:17,Lk 20:44,Lk 22:11,Lk 22:19,Lk 22:38,Lk 22:59,Lk 22:64,Lk 23:6,Lk 23:35,Lk 24:21,Jn 1:30,Jn 1:33,Jn 1:34,Jn 1:41,Jn 3:6,Jn 3:6,Jn 3:19,Jn 3:21,Jn 3:31,Jn 3:33,Jn 4:10,Jn 4:23,Jn 4:29,Jn 4:34,Jn 4:35,Jn 4:42,Jn 5:10,Jn 5:12,Jn 5:13,Jn 5:15,Jn 5:25,Jn 5:32,Jn 6:9,Jn 6:14,Jn 6:29,Jn 6:31,Jn 6:33,Jn 6:39,Jn 6:40,Jn 6:42,Jn 6:50,Jn 6:51,Jn 6:55,Jn 6:55,Jn 6:58,Jn 6:60,Jn 6:63,Jn 6:63,Jn 6:63,Jn 6:64,Jn 6:70,Jn 7:7,Jn 7:11,Jn 7:12,Jn 7:17,Jn 7:18,Jn 7:25,Jn 7:26,Jn 7:36,Jn 7:40,Jn 7:41,Jn 8:14,Jn 8:16,Jn 8:17,Jn 8:19,Jn 8:26,Jn 8:29,Jn 8:34,Jn 8:39,Jn 8:54,Jn 8:54,Jn 9:8,Jn 9:9,Jn 9:12,Jn 9:19,Jn 9:20,Jn 9:24,Jn 9:25,Jn 9:30,Jn 9:36,Jn 9:37,Jn 10:2,Jn 10:13,Jn 10:29,Jn 11:39,Jn 11:57,Jn 12:9,Jn 12:14,Jn 12:34,Jn 12:35,Jn 12:50,Jn 13:25,Jn 13:26,Jn 14:10,Jn 14:21,Jn 14:28,Jn 15:1,Jn 16:15,Jn 16:17,Jn 16:18,Jn 16:32,Jn 17:3,Jn 17:10,Jn 17:17,Jn 18:38,Jn 19:35,Jn 20:14,Jn 20:15,Jn 20:31,Jn 21:4,Jn 21:7,Jn 21:7,Jn 21:12,Jn 21:20,Jn 21:24,Ac 1:7,Ac 1:12,Ac 2:16,Ac 2:25,Ac 2:39,Ac 4:11,Ac 4:12,Ac 4:19,Ac 4:36,Ac 5:39,Ac 6:2,Ac 7:37,Ac 7:38,Ac 8:10,Ac 9:20,Ac 9:21,Ac 9:22,Ac 10:4,Ac 10:6,Ac 10:28,Ac 10:36,Ac 10:42,Ac 12:3,Ac 12:9,Ac 12:15,Ac 13:15,Ac 17:3,Ac 18:15,Ac 19:25,Ac 19:34,Ac 19:35,Ac 20:10,Ac 20:35,Ac 21:11,Ac 21:22,Ac 21:24,Ac 21:28,Ac 21:33,Ac 22:26,Ac 22:29,Ac 23:19,Ac 23:27,Ac 25:5,Ac 25:11,Ac 25:14,Ac 26:26,Ac 28:4,Ac 28:22,Ro 1:9,Ro 1:12,Ro 1:16,Ro 1:25,Ro 2:2,Ro 2:11,Ro 2:28,Ro 3:8,Ro 3:22,Ro 4:16,Ro 5:14,Ro 7:14,Ro 8:34,Ro 9:2,Ro 10:8,Ro 10:12,Ro 13:4,Ro 13:4,Ro 14:17,Ro 16:5,1 Co 1:18,1 Co 2:14,1 Co 3:5,1 Co 3:5,1 Co 3:11,1 Co 3:13,1 Co 3:17,1 Co 3:19,1 Co 3:21,1 Co 4:3,1 Co 4:4,1 Co 6:7,1 Co 6:15,1 Co 6:16,1 Co 6:17,1 Co 6:18,1 Co 6:19,1 Co 7:9,1 Co 7:14,1 Co 7:14,1 Co 7:19,1 Co 7:19,1 Co 7:22,1 Co 7:40,1 Co 9:3,1 Co 9:16,1 Co 9:18,1 Co 10:16,1 Co 10:19,1 Co 10:19,1 Co 10:28,1 Co 11:3,1 Co 11:5,1 Co 11:7,1 Co 11:8,1 Co 11:14,1 Co 11:15,1 Co 11:24,1 Co 12:12,1 Co 12:12,1 Co 12:22,1 Co 14:14,1 Co 14:15,1 Co 14:25,1 Co 14:26,1 Co 14:33,1 Co 14:35,2 Co 2:3,2 Co 3:17,2 Co 4:4,2 Co 7:15,2 Co 9:1,2 Co 10:18,2 Co 12:13,Ga 3:16,Ga 3:20,Ga 4:1,Ga 4:24,Ga 5:19,Ga 5:22,Ga 6:15,Eph 1:14,Eph 1:18,Eph 2:14,Eph 4:9,Eph 4:10,Eph 4:15,Eph 4:21,Eph 5:5,Eph 5:10,Eph 5:12,Eph 5:14,Eph 5:18,Eph 5:23,Eph 6:1,Eph 6:9,Eph 6:17,Php 1:7,Php 2:13,Col 1:7,Col 1:15,Col 1:17,Col 1:18,Col 1:18,Col 1:24,Col 1:27,Col 2:10,Col 2:17,Col 2:22,Col 2:23,Col 3:1,Col 3:14,Col 3:20,Col 4:9,1 Th 2:13,1 Th 4:3,2 Th 1:3,2 Th 2:9,2 Th 3:3,2 Th 3:17,1 Ti 1:20,1 Ti 4:8,1 Ti 4:10,1 Ti 5:4,1 Ti 6:10,2 Ti 1:6,2 Ti 1:15,2 Ti 2:17,2 Ti 4:11,Tt 1:6,Tt 3:8,Heb 2:6,Heb 5:13,Heb 5:14,Heb 7:2,Heb 7:15,Heb 8:6,Jas 1:13,Jas 1:17,Jas 2:17,Jas 2:19,Jas 2:20,Jas 2:26,Jas 2:26,Jas 3:17,Jas 4:4,Jas 4:12,Jas 4:16,Jas 4:17,Jas 5:11,1 Pe 1:25,1 Pe 3:4,1 Pe 3:22,1 Pe 4:11,2 Pe 1:9,2 Pe 1:14,2 Pe 1:17,2 Pe 3:4,2 Pe 3:16,1 Jn 1:5,1 Jn 1:7,1 Jn 1:9,1 Jn 2:2,1 Jn 2:7,1 Jn 2:8,1 Jn 2:22,1 Jn 2:22,1 Jn 2:27,1 Jn 2:29,1 Jn 3:2,1 Jn 3:3,1 Jn 3:7,1 Jn 3:7,1 Jn 4:1,1 Jn 4:2,1 Jn 4:3,1 Jn 4:7,1 Jn 4:15,1 Jn 4:17,1 Jn 5:1,1 Jn 5:3,1 Jn 5:5,1 Jn 5:5,1 Jn 5:6,1 Jn 5:6,1 Jn 5:6,1 Jn 5:11,1 Jn 5:20,2 Jn 6,2 Jn 7,3 Jn 11,3 Jn 12,Re 2:7,Re 5:12,Re 9:19,Re 13:10,Re 17:11,Re 17:11,Re 19:10,Re 20:2,Re 20:12,Re 20:14,Re 21:8,Re 21:12,Re 21:17,Re 21:22,Mt 13:52,Mt 19:26,Mt 20:1,Mt 22:8,Mt 24:33,Mt 26:18,Mt 26:39,Mt 27:33,Mk 13:29,Mk 14:35,Lk 4:24,Lk 6:48,Lk 6:49,Lk 14:17,Lk 14:31,Lk 18:27,Lk 21:31,Jn 7:6,Jn 9:9,Ac 10:35,Ro 1:19,Ro 4:21,Ro 11:23,Ga 5:19,2 Ti 1:12,1 Jn 3:10,Re 22:10
ἦμεν	εἰμί	impft	actv	indicative	1p	—	—	pl	verb	Ac 11:11,Ac 20:8,Ro 7:5,Ga 4:3,1 Th 3:4,2 Th 3:10
ὄντων	εἰμί	pres	actv	participle	—	neu	gen	pl	verb	Ac 19:36
ὄντων	εἰμί	pres	actv	participle	—	mas	gen	pl	verb	Jn 21:11,Ro 5:6,Ro 5:8,1 Ti 2:2,Heb 8:4
ἐστίν	εἰμί	pres	actv	indicative	3p	—	—	sg	verb	Mt 6:23,Mt 12:50,Mt 23:17,Mt 24:26,Mt 26:66,Mk 2:1,Mk 3:35,Mk 6:15,Mk 6:55,Mk 9:43,Mk 9:45,Mk 12:29,Lk 6:32,Lk 6:33,Lk 6:34,Lk 6:36,Lk 10:29,Lk 11:35,Lk 14:22,Jn 2:9,Jn 2:17,Jn 3:29,Jn 3:31,Jn 3:31,Jn 4:22,Jn 5:27,Jn 5:30,Jn 7:27,Jn 7:27,Jn 9:4,Jn 9:17,Jn 9:29,Jn 9:30,Jn 21:24,Ac 7:33,Ac 9:15,Ac 18:10,Ac 23:34,Ro 14:23,1 Co 1:18,1 Co 3:7,1 Co 4:17,1 Co 7:22,1 Co 7:29,2 Co 1:12,Ga 4:26,Eph 5:32,Heb 9:15,Jas 1:27,1 Pe 1:6,1 Jn 2:4,1 Jn 2:16,1 Jn 2:18,1 Jn 2:18,1 Jn 3:8,1 Jn 3:15,1 Jn 4:8,1 Jn 4:12,1 Jn 4:16,1 Jn 4:20,1 Jn 5:9,1 Jn 5:17,Re 13:18,Re 13:18,Re 14:12,Re 19:8,Re 21:16,Mk 13:28,Lk 21:30
Ἴσθι	εἰμί	pres	actv	imperative	2p	—	—	sg	verb	Mt 5:25
ἤτω	εἰμί	pres	actv	imperative	3p	—	—	sg	verb	1 Co 16:22,Jas 5:12
Ἦμεν	εἰμί	impft	actv	indicative	1p	—	—	pl	verb	Ac 16:12,Tt 3:3
ἦσαν	εἰμί	impft	actv	indicative	3p	—	—	pl	verb	Mt 4:18,Mt 9:36,Mt 14:21,Mt 15:38,Mt 22:8,Mt 22:25,Mt 24:38,Mt 25:2,Mt 26:43,Mk 1:16,Mk 2:15,Mk 2:18,Mk 4:1,Mk 6:31,Mk 6:34,Mk 6:44,Mk 8:9,Mk 9:4,Mk 12:20,Mk 14:4,Mk 14:40,Mk 14:56,Lk 1:6,Lk 1:7,Lk 2:8,Lk 4:20,Lk 4:25,Lk 4:27,Lk 5:10,Lk 5:17,Lk 5:17,Lk 5:29,Lk 7:41,Lk 8:2,Lk 8:40,Lk 9:14,Lk 9:30,Lk 9:32,Lk 14:1,Lk 20:29,Lk 23:55,Lk 24:10,Lk 24:13,Lk 24:53,Jn 1:24,Jn 2:6,Jn 17:6,Jn 20:19,Jn 20:26,Jn 21:8,Ac 1:10,Ac 1:13,Ac 1:14,Ac 2:1,Ac 2:2,Ac 2:44,Ac 4:6,Ac 4:13,Ac 4:31,Ac 5:12,Ac 12:3,Ac 12:12,Ac 13:48,Ac 14:4,Ac 14:7,Ac 14:26,Ac 17:11,Ac 18:3,Ac 19:7,Ac 19:14,Ac 20:8,Ac 21:9,Ac 21:29,Ac 23:13,1 Co 10:1,Ga 1:23,Ga 2:6,Heb 2:15,2 Pe 3:5,1 Jn 2:19,1 Jn 2:19,Re 4:11,Re 9:8,Re 18:23
ὄντα	εἰμί	pres	actv	participle	—	mas	acc	sg	verb	Mt 6:30,Lk 12:28,Lk 22:3,Lk 23:7,Jn 1:48,Ac 8:23,Ac 24:10,Ac 26:3,Ac 26:21,2 Co 8:22,1 Ti 1:13,Heb 3:2
ἔσεσθαι	εἰμί	futr	mid	infinitive	—	—	—	—	verb	Ac 11:28,Ac 23:30,Ac 24:15,Ac 27:10
ὄντα	εἰμί	pres	actv	participle	—	neu	nom	pl	verb	1 Co 12:12,Jas 3:4
ἐσμὲν	εἰμί	pres	actv	indicative	1p	—	—	pl	verb	Jn 9:28,Ro 6:15,Ro 8:12,Ro 8:16,1 Co 15:19,2 Co 2:15,2 Co 13:6,Ga 4:31,Eph 4:25,Eph 5:30,1 Th 5:5,Heb 10:10,Heb 10:39,1 Jn 5:20
ἔστιν	εἰμί	pres	actv	indicative	3p	—	—	sg	verb	Mt 10:24,Mt 10:37,Mt 10:37,Mt 10:38,Mt 13:57,Mt 15:26,Mt 18:14,Mt 20:23,Mt 21:42,Mt 22:32,Mt 27:46,Mt 28:6,Mk 6:4,Mk 7:2,Mk 9:40,Mk 10:40,Mk 12:11,Mk 12:27,Mk 12:31,Mk 12:32,Mk 16:6,Lk 6:40,Lk 9:50,Lk 12:6,Lk 12:24,Lk 20:38,Lk 24:6,Jn 1:47,Jn 4:18,Jn 5:31,Jn 5:45,Jn 6:9,Jn 6:24,Jn 6:45,Jn 7:16,Jn 7:18,Jn 7:28,Jn 8:13,Jn 8:44,Jn 8:50,Jn 8:54,Jn 9:16,Jn 10:12,Jn 10:16,Jn 10:21,Jn 10:34,Jn 11:4,Jn 11:10,Jn 13:10,Jn 13:16,Jn 14:24,Jn 15:20,Jn 18:36,Jn 18:36,Jn 18:39,Jn 20:30,Ac 1:19,Ac 2:15,Ac 2:29,Ac 4:12,Ac 8:21,Ac 8:21,Ac 10:34,Ac 19:2,Ac 19:4,Ac 25:16,Ro 3:10,Ro 3:11,Ro 3:11,Ro 3:12,Ro 3:12,Ro 3:18,Ro 4:15,Ro 7:18,Ro 8:9,Ro 8:24,Ro 9:8,Ro 10:6,Ro 10:7,Ro 10:8,Ro 13:1,1 Co 9:16,1 Co 11:20,1 Co 12:14,1 Co 12:15,1 Co 12:16,1 Co 15:12,1 Co 15:13,1 Co 15:44,1 Co 15:44,1 Co 15:58,2 Co 1:18,2 Co 4:3,2 Co 11:10,Ga 1:7,Ga 1:11,Ga 3:12,Ga 3:20,Ga 5:23,Eph 6:9,Eph 6:12,Col 3:25,1 Ti 5:8,2 Ti 2:20,2 Ti 4:11,Phm 12,Heb 2:14,Heb 4:13,Heb 7:5,Heb 9:5,Heb 9:11,Heb 10:20,Heb 11:6,Heb 11:16,Heb 13:15,Jas 3:15,1 Pe 3:20,1 Jn 1:5,1 Jn 1:5,1 Jn 1:8,1 Jn 1:10,1 Jn 2:4,1 Jn 2:10,1 Jn 2:15,1 Jn 2:16,1 Jn 2:21,1 Jn 2:22,1 Jn 2:27,1 Jn 3:5,1 Jn 3:10,1 Jn 4:3,1 Jn 4:6,1 Jn 4:18,1 Jn 5:16,1 Jn 5:17,Re 17:8,Re 17:8,Re 17:10,Re 17:11,Re 17:18,Re 21:1
οὔσης	εἰμί	pres	actv	participle	—	fem	gen	sg	verb	Mk 11:11,Jn 4:9,Jn 20:1,Ac 9:38,Ac 11:22
ἦτε	εἰμί	pres	actv	subjunctive	2p	—	—	pl	verb	Jn 14:3,Ro 11:25,1 Co 1:10,1 Co 5:7,1 Co 7:5,2 Co 9:3,2 Co 13:9,Php 1:10,Jas 1:4
οὐσῶν	εἰμί	pres	actv	participle	—	fem	gen	pl	verb	1 Th 2:14
ἔσεσθέ	εἰμί	futr	mid	indicative	2p	—	—	pl	verb	Ac 1:8,2 Co 6:18
ἐστε	εἰμί	pres	actv	indicative	2p	—	—	pl	verb	Mt 5:11,Mt 5:13,Mt 5:14,Mt 8:26,Mt 10:20,Mt 15:16,Mt 23:8,Mt 23:28,Mt 23:31,Mk 4:40,Mk 7:18,Mk 9:41,Mk 13:11,Lk 6:22,Lk 11:48,Lk 16:15,Lk 22:28,Jn 8:31,Jn 8:37,Jn 8:39,Jn 10:34,Jn 13:10,Jn 13:11,Jn 13:17,Jn 13:35,Jn 15:3,Jn 15:14,Jn 15:27,Ac 3:25,Ac 7:26,Ac 22:3,Ro 1:6,Ro 6:14,Ro 6:16,Ro 15:14,1 Co 1:30,1 Co 3:3,1 Co 3:3,1 Co 3:4,1 Co 3:9,1 Co 3:16,1 Co 3:17,1 Co 5:7,1 Co 6:2,1 Co 9:1,1 Co 9:2,1 Co 12:27,1 Co 14:12,2 Co 1:7,2 Co 2:9,2 Co 3:2,2 Co 7:3,2 Co 13:5,Ga 3:3,Ga 3:26,Ga 3:28,Ga 4:6,Eph 2:5,Eph 2:8,1 Th 2:20,1 Th 4:9,1 Th 5:5,Heb 12:8,Heb 12:8,Jas 4:14,1 Jn 2:14,1 Jn 4:4
Ἔστω	εἰμί	pres	actv	imperative	3p	—	—	sg	verb	2 Co 12:16
ἔσονταί	εἰμί	futr	mid	indicative	3p	—	—	pl	verb	2 Co 6:16,Heb 8:10
