Result	Lemma	Gender	Case	Number	Part of Speech	Reference
καλῶν	καλός	neu	gen	pl	adjective	Tt 2:7,Tt 2:14,Tt 3:8,Tt 3:14,Heb 10:24,1 Pe 2:12
καλὸν	καλός	neu	acc	sg	adjective	Mt 12:33,Mt 13:24,Mt 13:27,Mt 13:37,Mk 14:6,Lk 6:38,Ro 7:18,1 Co 7:26,2 Co 13:7,Ga 6:9,1 Th 5:21,Heb 6:5,Jas 2:7,Mt 26:10
καλόν	καλός	mas	acc	sg	adjective	Mt 12:33,Lk 6:43
καλοὶ	καλός	masculine, feminine	nom	pl	adjective	1 Pe 4:10
καλὸς	καλός	mas	nom	sg	adjective	Jn 10:11,Jn 10:14,1 Ti 1:8,1 Ti 4:6,2 Ti 2:3
Καλὸν	καλός	neu	nom	sg	adjective	Lk 14:34
καλόν	καλός	neu	acc	sg	adjective	Ro 7:21
καλῆς	καλός	fem	gen	sg	adjective	1 Ti 4:6,Jas 3:13
καλοὺς	καλός	mas	acc	pl	adjective	Mt 7:17,Mt 7:18,Mt 13:45
καλὸν	καλός	neu	nom	sg	adjective	Mt 13:38,Mt 15:26,Mt 26:24,Mk 7:27,Mk 9:50,Mk 14:21,Lk 6:43,Ro 14:21,1 Co 5:6,1 Co 7:1,1 Co 7:8,1 Co 7:26,1 Co 9:15,Ga 4:18,1 Ti 2:3,1 Ti 4:4,Heb 13:9
καλοῖς	καλός	mas	dat	pl	adjective	Lk 21:5
καλόν	καλός	neu	nom	sg	adjective	Mt 17:4,Mt 18:8,Mt 18:9,Mk 9:5,Mk 9:42,Mk 9:43,Mk 9:45,Mk 9:47,Lk 9:33
καλῷ	καλός	neu	dat	sg	adjective	Ga 4:18
καλοῦ	καλός	neu	gen	sg	adjective	Jn 10:33,1 Ti 3:1,Heb 5:14
καλήν	καλός	fem	acc	sg	adjective	1 Pe 2:12
καλὰ	καλός	neu	nom	pl	adjective	1 Ti 5:25,Tt 3:8
καλός	καλός	mas	nom	sg	adjective	Jn 10:11,Ro 7:16
καλὴν	καλός	fem	acc	sg	adjective	Mt 13:8,Mt 13:23,Mk 4:8,Mk 4:20,1 Ti 1:18,1 Ti 3:7,1 Ti 6:12,1 Ti 6:13,2 Ti 1:14,Heb 13:18
Καλοὺς	καλός	mas	acc	pl	adjective	Ac 27:8
καλὸν	καλός	mas	acc	sg	adjective	Mt 3:10,Mt 7:19,Lk 3:9,Jn 2:10,Jn 2:10,1 Ti 3:13,1 Ti 6:12,1 Ti 6:19,2 Ti 4:7,Jas 4:17
καλοῖς	καλός	neu	dat	pl	adjective	1 Ti 5:10,1 Ti 6:18
καλῇ	καλός	fem	dat	sg	adjective	Lk 8:15,Lk 8:15
καλὰ	καλός	neu	acc	pl	adjective	Mt 5:16,Mt 13:48,Jn 10:32,Ro 12:17,2 Co 8:21
