Result	Lemma	Gender	Case	Number	Part of Speech	Reference
μέγαν	μέγας	mas	acc	sg	adjective	Mt 27:60,Mk 4:41,Lk 2:9,Ac 8:2,Ac 8:9,Heb 4:14,Heb 10:21,Heb 13:20,Re 12:12,Re 14:19,Re 16:12,Re 18:21,Re 20:11
μεγάλα	μέγας	neu	nom	pl	adjective	Lk 21:11,Re 15:3
μεγάλοι	μέγας	mas	vocative, nominative	pl	adjective	Re 19:5
μεγάλων	μέγας	mas	gen	pl	adjective	Jn 21:11,Re 19:18
μεγάλη	μέγας	fem	vocative, nominative	sg	adjective	Re 18:10,Re 18:16
μείζονος	μέγας	mas	gen	sg	adjective	Heb 6:13,Heb 6:16
μεγάλης	μέγας	fem	gen	sg	adjective	Mt 24:31,Mt 28:8,Lk 17:15,Lk 24:52,Ac 19:27,Ac 19:35,Jud 6,Re 7:14,Re 9:2,Re 11:8,Re 11:12,Re 14:2,Re 16:1,Re 16:14,Re 17:1,Re 21:3
μεγάλου	μέγας	mas	gen	sg	adjective	Mt 5:35,Jn 6:18,Ac 8:10,Tt 2:13,Heb 8:11,Re 6:13,Re 12:14
μεῖζον	μέγας	—	—	—	adverb, adjective	Mt 20:31
μεγάλοι	μέγας	mas	nom	pl	adjective	Mt 20:25,Mk 10:42,Lk 21:11
μείζονα	μέγας	mas	acc	sg	adjective	Heb 11:26
μείζονες	μέγας	mas	nom	pl	adjective	2 Pe 2:11
μείζω	μέγας	neu	acc	pl	adjective	Jn 1:50
μείζονα	μέγας	fem	acc	sg	adjective	Jn 15:13,Jn 19:11,Jas 4:6
μείζονα	μέγας	neu	acc	pl	adjective	Jn 5:20,1 Co 12:31,Jn 14:12
μέγα	μέγας	neu	nominative, accusative	sg	adjective	Lk 16:26
μεγάλαις	μέγας	fem	dat	pl	adjective	Lk 23:23
μέγιστα	μέγας	neu	nom	pl	adjective	2 Pe 1:4
μειζοτέραν	μέγας	fem	acc	sg	adjective	3 Jn 4
μέγας	μέγας	mas	nom	sg	adjective	Mt 5:19,Mt 8:24,Mt 20:26,Mt 28:2,Mk 10:43,Mk 16:4,Lk 1:15,Lk 1:32,Lk 4:25,Lk 7:16,Lk 9:48,Ac 5:5,Ac 5:11,Ac 8:1,Ac 16:26,1 Ti 6:6,Heb 11:24,Re 6:12,Re 8:10,Re 11:11,Re 11:13,Re 12:3,Re 12:9,Re 16:18,Re 16:18
μεγάλῃ	μέγας	fem	dat	sg	adjective	Mt 27:46,Mt 27:50,Mk 1:26,Mk 5:7,Mk 5:42,Mk 15:34,Lk 1:42,Lk 4:33,Lk 8:28,Lk 19:37,Lk 23:46,Jn 7:37,Jn 11:43,Ac 4:33,Ac 7:57,Ac 7:60,Ac 8:7,Ac 14:10,Ac 16:28,Ac 26:24,2 Ti 2:20,Re 5:2,Re 5:12,Re 6:10,Re 7:2,Re 7:10,Re 8:13,Re 10:3,Re 14:7,Re 14:9,Re 14:15,Re 14:18,Re 18:18,Re 19:17
