Result	Lemma	Gender	Case	Number	Part of Speech	Reference
μείζονος	μέγας	fem	gen	sg	adjective	Heb 9:11
μεῖζον	μέγας	neu	acc	sg	adjective	Jas 3:1
μεγάλῳ	μέγας	mas	dat	sg	adjective	Lk 4:38,Lk 8:37,Ac 26:22,Ac 26:29,Re 9:14
μέγα	μέγας	neu	nom	sg	adjective	Lk 6:49,1 Co 9:11,2 Co 11:15,Eph 5:32,1 Ti 3:16,Re 8:8,Re 12:1
μεγάλη	μέγας	fem	nom	sg	adjective	Mt 7:27,Mt 8:26,Mt 15:28,Mt 22:36,Mt 22:38,Mt 24:21,Mk 4:37,Mk 4:39,Mk 5:11,Lk 21:23,Jn 19:31,Ac 4:33,Ac 7:11,Ac 8:10,Ac 19:28,Ac 19:34,Ac 23:9,Ro 9:2,1 Co 16:9,Re 6:4,Re 6:17,Re 11:19,Re 14:8,Re 16:17,Re 16:19,Re 16:19,Re 16:21,Re 16:21,Re 17:5,Re 17:18,Re 18:2,Re 18:19,Re 18:21
μεγάλα	μέγας	neu	acc	pl	adjective	Mt 24:24,Lk 1:49,Ac 6:8,Jas 3:5,Re 13:5,Re 13:13
μείζονας	μέγας	fem	acc	pl	adjective	Lk 12:18
μείζων	μέγας	fem	nom	sg	adjective	Mk 12:31,1 Co 13:13,1 Jn 5:9
μεγάλαι	μέγας	fem	nom	pl	adjective	Re 11:15
μεγάλους	μέγας	mas	acc	pl	adjective	Mk 4:32,Re 11:18,Re 13:16,Re 20:12
μεῖζον	μέγας	neu	nom	sg	adjective	Mt 13:32,Mt 23:19,Mk 4:32
μεγάλας	μέγας	fem	acc	pl	adjective	Mk 13:2,Ac 8:13
μεγάλην	μέγας	fem	acc	sg	adjective	Mt 2:10,Mk 15:37,Lk 2:10,Lk 5:29,Ac 2:20,Ac 10:11,Ac 11:5,Ac 11:28,Ac 15:3,Heb 10:35,Re 1:10,Re 2:22,Re 11:17,Re 12:10,Re 13:2,Re 18:1,Re 19:1,Re 19:2,Re 20:1
μέγα	μέγας	neu	acc	sg	adjective	Mt 4:16,Mk 14:15,Lk 14:16,Lk 22:12,Re 15:1,Re 16:9,Re 17:6,Re 19:17,Re 21:10,Re 21:12
μεῖζόν	μέγας	neu	nom	sg	adjective	Mt 12:6,Jn 10:29
μείζων	μέγας	mas	nom	sg	adjective	Mt 11:11,Mt 11:11,Mt 18:1,Mt 18:4,Mt 23:11,Mt 23:17,Mk 9:34,Lk 7:28,Lk 7:28,Lk 9:46,Lk 22:24,Lk 22:26,Lk 22:27,Jn 4:12,Jn 8:53,Jn 13:16,Jn 13:16,Jn 14:28,Jn 15:20,Ro 9:12,1 Co 14:5,1 Jn 3:20,1 Jn 4:4
μείζω	μέγας	fem	acc	sg	adjective	Jn 5:36
