Result	Lemma	Gender	Case	Number	Part of Speech	Reference
ἀληθοῦς	ἀληθής	fem	gen	sg	adjective	2 Pe 2:22
ἀληθῆ	ἀληθής	neu	nom	pl	adjective	Jn 10:41,Php 4:8
ἀληθεῖς	ἀληθής	mas	nom	pl	adjective	2 Co 6:8
ἀληθής	ἀληθής	mas	nom	sg	adjective	Jn 3:33,Jn 7:18,Jn 8:26,Ro 3:4
ἀληθές	ἀληθής	neu	nom	sg	adjective	Ac 12:9,1 Jn 2:27
ἀληθής	ἀληθής	fem	nom	sg	adjective	Jn 5:31,Jn 5:32,Jn 6:55,Jn 6:55,Jn 8:13,Jn 8:14,Jn 8:17,Tt 1:13,3 Jn 12
ἀληθὲς	ἀληθής	neu	acc	sg	adjective	Jn 4:18
ἀληθῆ	ἀληθής	neu	acc	pl	adjective	Jn 19:35
ἀληθῆ	ἀληθής	fem	acc	sg	adjective	1 Pe 5:12
ἀληθὲς	ἀληθής	neu	nominative, accusative	sg	adjective	1 Jn 2:8
ἀληθὴς	ἀληθής	mas	nom	sg	adjective	Mt 22:16,Mk 12:14
ἀληθὴς	ἀληθής	fem	nom	sg	adjective	Jn 21:24
