Result	Lemma	Gender	Case	Number	Part of Speech	Reference
πρεσβυτέροις	πρεσβύτερος	mas	dat	pl	adjective	Mt 27:3,Lk 20:1,Ac 15:22,Ac 23:14,1 Pe 5:5
πρεσβυτέρων	πρεσβύτερος	mas	gen	pl	adjective	Mt 15:2,Mt 16:21,Mt 26:47,Mt 27:12,Mt 27:41,Mt 28:12,Mk 7:3,Mk 7:5,Mk 8:31,Mk 14:43,Mk 15:1,Lk 9:22,Ac 15:4,Ac 16:4,Ac 24:1,Re 5:5,Re 5:6,Re 5:11,Re 7:11,Re 7:13,Re 14:3,Jn 8:9
Πρεσβυτέρῳ	πρεσβύτερος	mas	dat	sg	adjective	1 Ti 5:1
πρεσβύτεροι	πρεσβύτερος	mas	nom	pl	adjective	Mt 21:23,Mt 26:3,Mt 26:57,Mt 27:1,Mt 27:20,Mk 11:27,Mk 14:53,Ac 2:17,Ac 4:23,Ac 15:6,Ac 15:23,Ac 21:18,Ac 25:15,1 Ti 5:17,Heb 11:2,Re 4:10,Re 5:8,Re 5:14,Re 11:16,Re 19:4
πρεσβυτέρου	πρεσβύτερος	mas	gen	sg	adjective	1 Ti 5:19
πρεσβύτεροι	πρεσβύτερος	mas	voc	pl	adjective	Ac 4:8
πρεσβυτέρας	πρεσβύτερος	fem	acc	pl	adjective	1 Ti 5:2
πρεσβύτερος	πρεσβύτερος	mas	nom	sg	adjective	Lk 15:25,2 Jn 1,3 Jn 1
πρεσβυτέρους	πρεσβύτερος	mas	acc	pl	adjective	Lk 7:3,Lk 22:52,Ac 4:5,Ac 6:12,Ac 11:30,Ac 14:23,Ac 15:2,Ac 20:17,Tt 1:5,Jas 5:14,Re 4:4
Πρεσβυτέρους	πρεσβύτερος	mas	acc	pl	adjective	1 Pe 5:1
