Result	Lemma	Part of Speech	Reference
Πάλιν	πάλιν	adverb	Mt 4:8,Mt 5:33,Mt 13:45,Mt 13:47,Mt 18:19,Mt 26:42,Jn 8:12,Jn 18:7,2 Co 11:16
πάλιν	πάλιν	adverb	Mt 4:7,Mt 19:24,Mt 20:5,Mt 21:36,Mt 22:1,Mt 22:4,Mt 26:43,Mt 26:44,Mt 26:44,Mt 26:72,Mt 27:50,Mk 2:1,Mk 2:13,Mk 3:1,Mk 3:20,Mk 4:1,Mk 5:21,Mk 7:14,Mk 7:31,Mk 8:1,Mk 8:13,Mk 8:25,Mk 10:1,Mk 10:1,Mk 10:10,Mk 10:24,Mk 10:32,Mk 11:3,Mk 11:27,Mk 12:4,Mk 14:39,Mk 14:40,Mk 14:61,Mk 14:69,Mk 14:70,Mk 14:70,Mk 15:4,Mk 15:12,Mk 15:13,Lk 6:43,Lk 13:20,Lk 23:20,Jn 1:35,Jn 4:3,Jn 4:13,Jn 4:46,Jn 4:54,Jn 6:15,Jn 8:2,Jn 8:8,Jn 8:21,Jn 9:15,Jn 9:17,Jn 9:27,Jn 10:7,Jn 10:17,Jn 10:18,Jn 10:19,Jn 10:31,Jn 10:39,Jn 10:40,Jn 11:7,Jn 11:8,Jn 11:38,Jn 12:28,Jn 12:39,Jn 13:12,Jn 14:3,Jn 16:16,Jn 16:17,Jn 16:19,Jn 16:22,Jn 16:28,Jn 18:27,Jn 18:33,Jn 18:38,Jn 18:40,Jn 19:4,Jn 19:9,Jn 19:37,Jn 20:10,Jn 20:21,Jn 20:26,Jn 21:1,Jn 21:16,Ac 10:15,Ac 11:10,Ac 17:32,Ac 18:21,Ac 27:28,Ro 8:15,Ro 11:23,Ro 15:10,Ro 15:11,Ro 15:12,1 Co 3:20,1 Co 7:5,1 Co 12:21,2 Co 1:16,2 Co 2:1,2 Co 3:1,2 Co 5:12,2 Co 10:7,2 Co 12:21,2 Co 13:2,Ga 1:9,Ga 1:17,Ga 2:1,Ga 2:18,Ga 4:9,Ga 4:9,Ga 4:19,Ga 5:1,Ga 5:3,Php 1:26,Php 2:28,Php 4:4,Heb 1:5,Heb 1:6,Heb 2:13,Heb 2:13,Heb 4:5,Heb 4:7,Heb 5:12,Heb 6:1,Heb 6:6,Heb 10:30,Jas 5:18,2 Pe 2:20,1 Jn 2:8,Re 10:8,Re 10:11
